age,speciality_years,speciality,wing,entry_level,occupation,intervention,ethnicity, sex,hours,country,target
20,10,Psychiatry,W,minor,Therapist,Anesthesia, White, Male,27, United-States,0
41,14,Gynecology/Urology,W,minor,Dietitian,Diagnostic, White, Female,39, United-States,0
19,10,Psychiatry,W,minor,Medical Assistants,Other, White, Female,27, United-States,0
33,12,Emergency,S,high,Medical Assistants,Other, White, Female,44, United-States,0
34,8,Orthopedic,W,high,ER doctors,Propaedeutic, Black, Male,44, United-States,0
31,15,Pulmonary,SE,minor-medium,Patient,Therapeutic, White, Male,77, United-States,0
27,10,Psychiatry,W,minor,Patient,Other, White, Male,55, United-States,0
70,8,Orthopedic,W,medium-high,Physician,Diagnostic, White, Female,44, United-States,0
72,7,Nephrology,W,minor-medium,Gift Shop,Therapeutic, White, Male,44, United-States,0
80,12,Emergency,W,minor-medium,Medical Assistants,Surgical, White, Female,39, United-States,1
99,10,Psychiatry,W,minor,Techs,Anesthesia, White, Female,26, United-States,0
31,15,Pulmonary,N,minor,Dietitian,Other, White, Female,44, United-States,0
70,7,Nephrology,W,minor-medium,Surgeons,Therapeutic, White, Male,44, United-States,1
20,8,Orthopedic,W,minor,Patient,Propaedeutic, White, Male,27, United-States,0
61,10,Psychiatry,SE,minor-medium,Therapist,Therapeutic, White, Male,44, United-States,1
68,15,Pulmonary,W,minor-medium,Dietitian,Therapeutic, White, Male,60, United-States,1
27,16,Pediatrics,W,minor,Dietitian,Anesthesia, White, Female,38, United-States,0
47,10,Psychiatry,W,minor-medium,Nurse,Therapeutic, White, Male,57, United-States,1
34,10,Psychiatry,SE,minor-medium,Patient,Therapeutic, White, Male,44, United-States,0
40,15,Pulmonary,S,minor-medium,Dietitian,Surgical, White, Female,55, United-States,1
53,12,Emergency,N,high,Patient,Other, White, Female,55, United-States,0
28,15,Pulmonary,W,minor,Therapist,Other, White, Male,44, United-States,0
18,7,Nephrology,W,minor,Therapist,Anesthesia, White, Female,13, United-States,0
41,18,Neurosciences,W,minor-medium,Dietitian,Therapeutic, White, Male,77, United-States,1
36,10,Psychiatry,W,minor-medium,Therapist,Therapeutic, White, Male,48, United-States,1
42,15,Pulmonary,N,high,Dietitian,Diagnostic, White, Female,66, United-States,0
45,10,Psychiatry,W,minor-medium,Patient,Therapeutic, Black, Male,44, United-States,1
63,10,Psychiatry,W,minor-medium,Physician,Therapeutic, White, Male,44, United-States,0
82,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,22, United-States,0
42,18,Neurosciences,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
36,16,Pediatrics,S,minor-medium,Dietitian,Surgical, White, Female,38, United-States,1
23,10,Psychiatry, ?,minor, ?,Other, White, Female,44, United-States,0
26,12,Emergency, ?,minor, ?,Other, White, Female,44, United-States,0
25,12,Emergency, ?,minor, ?,Anesthesia, Black, Female,44, United-States,0
58,10,Psychiatry, ?,high, ?,Other, White, Female,44, United-States,0
67,10,Psychiatry,W,minor-medium,Surgeons,Therapeutic, White, Male,44, United-States,1
33,13,Opthalmology,W,minor-medium,Dietitian,Therapeutic, White, Male,44, United-States,1
51,10,Psychiatry,W,high,Patient,Diagnostic, White, Female,49, United-States,0
42,10,Psychiatry,W,high,Cafeteria,Diagnostic, White, Female,24, United-States,0
26,13,Opthalmology,W,minor,Medical Assistants,Anesthesia, Asian-Pac-Islander, Female,22, United-States,0
39,16,Pediatrics,W,minor-medium,Dietitian,Surgical, White, Female,48, United-States,1
38,15,Pulmonary,W,minor,Therapist,Other, White, Female,49, United-States,1
44,10,Psychiatry,W,minor-medium,Therapist,Therapeutic, White, Male,57, United-States,1
38,10,Psychiatry,SW,minor-medium,Surgeons,Therapeutic, White, Male,55, United-States,0
20,12,Emergency,SW,minor,Techs,Anesthesia, White, Female,27, United-States,0
35,15,Pulmonary,S,medium,Dietitian,Other, White, Female,55, United-States,1
27,10,Psychiatry,S,minor,Physician,Anesthesia, White, Male,17, United-States,0
26,13,Opthalmology,W,minor,Nurse,Anesthesia, White, Male,38, United-States,0
41,12,Emergency,SW,minor-medium,Nurse,Therapeutic, White, Male,44, United-States,1
19,10,Psychiatry,W,minor,Techs,Anesthesia, White, Male,27, United-States,0
25,12,Emergency,W,minor,Techs,Anesthesia, White, Male,35, United-States,0
37,10,Psychiatry,W,minor-medium,Physician,Therapeutic, Black, Male,44, United-States,0
36,15,Pulmonary,S,minor-medium,Dietitian,Therapeutic, White, Male,44, United-States,1
49,10,Psychiatry,W,high,Medical Assistants,Other, White, Female,44, United-States,0
51,14,Gynecology/Urology,NW,minor-medium,Gift Shop,Therapeutic, White, Male,44, United-States,0
56,10,Psychiatry,NW,minor,Surgeons,Other, White, Male,44, United-States,0
53,12,Emergency,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
34,10,Psychiatry,W,minor,Medical Assistants,Anesthesia, Black, Male,44, United-States,0
50,15,Pulmonary,S,minor,Dietitian,Other, White, Female,44, United-States,1
63,15,Pulmonary,SE,minor-medium,Patient,Therapeutic, White, Male,33, United-States,1
33,15,Pulmonary,S,minor-medium,Dietitian,Surgical, White, Female,36, United-States,1
22,12,Emergency,W,minor,Therapist,Anesthesia, White, Female,33, United-States,0
24,15,Pulmonary,W,minor,Dietitian,Other, White, Male,22, England,0
28,10,Psychiatry,W,high,Techs,Propaedeutic, White, Male,44, United-States,0
36,10,Psychiatry,W,minor-medium,Therapist,Therapeutic, White, Male,55, United-States,1
41,10,Psychiatry,SW,minor-medium,Patient,Therapeutic, White, Male,44, United-States,0
41,10,Psychiatry,SW,minor,Physician,Other, White, Male,57, United-States,0
51,12,Emergency,S,minor-medium,Techs,Therapeutic, White, Male,44, United-States,1
37,12,Emergency,W,minor-medium,Therapist,Therapeutic, White, Male,60, United-States,1
28,10,Psychiatry,W,minor,Nurse,Other, White, Male,57, United-States,0
41,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,48, United-States,0
66,19,Endocrinology,NW,minor-medium,Dietitian,Therapeutic, White, Male,66, United-States,1
36,10,Psychiatry,W,minor,Nurse,Diagnostic, White, Male,44, United-States,0
75,12,Emergency,NW,minor-medium,Surgeons,Therapeutic, White, Male,17, United-States,0
29,12,Emergency,W,minor-medium,Nurse,Therapeutic, White, Male,44, United-States,0
40,10,Psychiatry,W,minor,Nurse,Other, Black, Male,44, United-States,0
55,12,Emergency,W,minor-medium,Patient,Therapeutic, White, Male,55, United-States,1
25,10,Psychiatry,W,minor,Patient,Other, Black, Male,49, United-States,0
38,10,Psychiatry,W,minor,Surgeons,Diagnostic, Black, Male,79, United-States,0
60,14,Gynecology/Urology,SW,high,Therapist,Other, White, Female,44, United-States,0
45,16,Pediatrics,S,minor,Dietitian,Other, Black, Female,44, United-States,0
56,10,Psychiatry,SE,minor-medium,Patient,Therapeutic, White, Male,77, United-States,1
62,16,Pediatrics,S,high,Techs,Diagnostic, Black, Female,44, United-States,0
61,15,Pulmonary,SW,minor-medium,Patient,Therapeutic, White, Male,22, United-States,1
41,10,Psychiatry,W,high,Medical Assistants,Other, White, Female,38, United-States,0
35,10,Psychiatry,W,minor,Surgeons,Other, White, Male,66, United-States,0
19,8,Orthopedic,W,minor,Patient,Anesthesia, White, Male,33, United-States,0
61,16,Pediatrics,S,minor-medium,Patient,Therapeutic, Black, Male,44, United-States,1
53,10,Psychiatry,W,high,Patient,Diagnostic, White, Male,55, United-States,0
51,16,Pediatrics,S,minor-medium,Patient,Therapeutic, White, Male,45, United-States,1
18,8,Orthopedic,W,minor,Techs,Anesthesia, White, Male,13, United-States,0
53,6,Radiology,W,high,Nurse,Other, White, Female,44, United-States,0
74,4,Oncology, ?,minor-medium, ?,Therapeutic, White, Male,33, United-States,0
41,10,Psychiatry,W,medium,Techs,Diagnostic, Black, Female,35, United-States,0
67,18,Neurosciences,SE,medium,Dietitian,Other, White, Male,44, United-States,1
27,15,Pulmonary,W,minor,Lab,Other, White, Male,66, United-States,1
46,10,Psychiatry,SW,minor-medium,Patient,Therapeutic, White, Male,49, United-States,0
35,15,Pulmonary,S,minor-medium,Dietitian,Surgical, White, Female,38, United-States,1
69,12,Emergency,W,medium-high,Medical Assistants,Diagnostic, White, Female,47, United-States,0
48,16,Pediatrics,S,minor-medium,Dietitian,Surgical, White, Female,44, United-States,0
48,15,Pulmonary,W,minor-medium,Medical Assistants,Therapeutic, White, Male,49, United-States,0
50,10,Psychiatry,W,minor-medium,Medical Assistants,Therapeutic, White, Male,44, United-States,1
36,10,Psychiatry,W,minor-medium,Nurse,Therapeutic, White, Male,52, United-States,0
49,10,Psychiatry,SE,minor-medium,Therapist,Therapeutic, White, Male,55, United-States,1
60,10,Psychiatry,NW,minor-medium,Gift Shop,Therapeutic, White, Male,44, United-States,0
41,15,Pulmonary,W,minor-medium,Patient,Therapeutic, White, Male,55, United-States,1
56,15,Pulmonary,S,high,Medical Assistants,Other, White, Female,44, United-States,0
64,10,Psychiatry,N,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
52,12,Emergency,W,medium,Techs,Other, White, Female,27, Peru,0
57,12,Emergency,W,high,Patient,Diagnostic, White, Female,44, United-States,0
37,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,60, United-States,1
38,10,Psychiatry,SW,minor-medium,Patient,Therapeutic, White, Male,66, United-States,1
42,10,Psychiatry,W,minor,Medical Assistants,Other, White, Male,44, United-States,0
48,10,Psychiatry,N,high,Patient,Diagnostic, White, Male,44, United-States,0
68,13,Opthalmology, ?,minor-medium, ?,Therapeutic, White, Male,44, United-States,0
68,12,Emergency,W,medium-high,Medical Assistants,Other, White, Female,44, United-States,0
39,10,Psychiatry,SE,minor-medium,Surgeons,Therapeutic, White, Male,62, United-States,0
24,10,Psychiatry,W,minor,ER doctors,Anesthesia, White, Male,44, United-States,0
45,15,Pulmonary,NW,minor-medium,Dietitian,Surgical, White, Female,44, United-States,1
18,7,Nephrology,SE,minor,Therapist,Anesthesia, White, Male,13, United-States,0
41,15,Pulmonary,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
56,12,Emergency,W,minor,Nurse,Other, White, Male,23, United-States,0
36,12,Emergency,W,minor-medium,Therapist,Therapeutic, White, Male,44, United-States,0
31,12,Emergency,W,minor-medium,Medical Assistants,Surgical, White, Female,44, United-States,1
40,13,Opthalmology,W,minor,Techs,Other, White, Male,44, United-States,0
20,12,Emergency,W,minor,Techs,Other, White, Female,33, United-States,0
52,4,Oncology,W,minor-medium,Nurse,Therapeutic, White, Male,44, United-States,1
34,14,Gynecology/Urology,W,minor,Dietitian,Other, Asian-Pac-Islander, Male,44, United-States,0
47,12,Emergency,W,minor-medium,Surgeons,Therapeutic, White, Male,55, United-States,1
30,12,Emergency,W,minor,Patient,Other, White, Male,60, United-States,0
39,15,Pulmonary,W,high,Therapist,Anesthesia, White, Female,44, United-States,0
51,3,Anaesthesiology,SE,minor-medium,Surgeons,Therapeutic, White, Male,55, Cuba,0
41,16,Pediatrics,W,minor-medium,Dietitian,Therapeutic, Black, Male,44, United-States,1
63,14,Gynecology/Urology,W,minor-medium,Nurse,Therapeutic, Black, Male,44, United-States,1
67,14,Gynecology/Urology,W,minor-medium,Patient,Therapeutic, White, Male,46, United-States,0
26,15,Pulmonary,W,minor,Techs,Anesthesia, White, Female,44, United-States,0
49,16,Pediatrics,W,high,Patient,Diagnostic, White, Male,77, United-States,1
50,15,Pulmonary,W,high,Dietitian,Diagnostic, White, Female,44, United-States,0
70,15,Pulmonary,W,high,Patient,Diagnostic, White, Male,55, United-States,1
56,3,Anaesthesiology,SW,minor-medium,Patient,Therapeutic, White, Male,44, United-States,0
39,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,66, United-States,1
31,15,Pulmonary,SE,minor-medium,Therapist,Therapeutic, White, Male,55, United-States,1
46,7,Nephrology,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,0
31,16,Pediatrics,NW,minor,Dietitian,Other, White, Male,44, United-States,0
45,12,Emergency,W,minor-medium,Surgeons,Therapeutic, White, Male,71, United-States,1
40,15,Pulmonary,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
60,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,55, United-States,1
41,10,Psychiatry,W,minor-medium,Patient,Surgical, White, Female,44, United-States,1
30,15,Pulmonary,W,minor,Medical Assistants,Other, White, Male,44, United-States,0
35,10,Psychiatry,SE,minor-medium,Physician,Therapeutic, White, Male,60, United-States,1
47,10,Psychiatry,W,medium-high,Nurse,Diagnostic, White, Female,66, United-States,0
82,15,Pulmonary,SW,medium-high,Dietitian,Diagnostic, White, Male,52, United-States,1
55,12,Emergency,W,minor-medium,Lab,Therapeutic, White, Male,49, United-States,1
46,12,Emergency,W,high,Nurse,Other, White, Male,44, United-States,0
35,10,Psychiatry,SE,minor-medium,Patient,Therapeutic, White, Male,49, United-States,1
25,10,Psychiatry,W,minor,Patient,Other, White, Male,71, United-States,0
47,12,Emergency,W,high,Patient,Other, White, Male,44, United-States,0
27,15,Pulmonary,W,minor,Patient,Other, White, Male,38, United-States,0
71,12,Emergency,SE,minor-medium,Therapist,Therapeutic, White, Male,44, United-States,0
37,10,Psychiatry,W,high,Patient,Diagnostic, White, Male,49, United-States,0
48,18,Neurosciences,S,minor,Dietitian,Other, White, Male,44, United-States,1
38,18,Neurosciences,SW,minor-medium,Dietitian,Therapeutic, White, Male,55, United-States,1
36,10,Psychiatry,W,minor-medium,Surgeons,Therapeutic, White, Male,60, United-States,1
67,15,Pulmonary, ?,minor-medium, ?,Therapeutic, White, Male,11, United-States,0
27,7,Nephrology,W,minor,Nurse,Other, White, Female,44, Columbia,0
50,15,Pulmonary,NW,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
38,12,Emergency,W,minor-medium,Nurse,Therapeutic, White, Male,50, United-States,0
24,12,Emergency,W,minor,Dietitian,Other, White, Male,13, United-States,0
55,10,Psychiatry,W,minor-medium,Nurse,Therapeutic, White, Male,63, United-States,0
57,3,Anaesthesiology,W,minor,ER doctors,Other, White, Female,44, United-States,0
27,10,Psychiatry,S,minor,Dietitian,Anesthesia, Black, Female,44, United-States,0
24,12,Emergency,W,high,Nurse,Anesthesia, White, Female,44, United-States,0
34,10,Psychiatry,W,minor-medium,ER doctors,Therapeutic, White, Male,60, United-States,0
39,12,Emergency,W,minor-medium,Patient,Therapeutic, White, Male,61, United-States,0
66,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
36,13,Opthalmology,N,high,Patient,Diagnostic, Black, Female,44, United-States,1
50,19,Endocrinology,W,minor-medium,Dietitian,Therapeutic, White, Male,77, United-States,0
62,10,Psychiatry,W,minor-medium,Patient,Surgical, White, Female,41, United-States,0
48,15,Pulmonary,W,high,Patient,Diagnostic, White, Male,55, United-States,1
22,8,Orthopedic, ?,minor, ?,Diagnostic, White, Male,44, El-Salvador,0
29,12,Emergency,W,minor,Nurse,Other, White, Female,44, United-States,0
24,10,Psychiatry,W,minor,ER doctors,Anesthesia, White, Male,44, United-States,0
20,10,Psychiatry,W,minor,Techs,Anesthesia, Black, Male,44, United-States,0
47,16,Pediatrics,S,high,Dietitian,Diagnostic, Black, Female,44, United-States,1
84,10,Psychiatry,W,medium-high,Medical Assistants,Other, White, Female,11, United-States,0
53,16,Pediatrics,W,minor-medium,Medical Assistants,Diagnostic, White, Female,44, United-States,0
49,16,Pediatrics,S,minor-medium,Dietitian,Surgical, White, Female,49, United-States,1
35,15,Pulmonary,NW,minor-medium,Gift Shop,Therapeutic, White, Male,49, United-States,1
28,10,Psychiatry,W,minor,Gift Shop,Diagnostic, White, Male,48, United-States,0
36,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,55, United-States,1
19,7,Nephrology,W,minor,Therapist,Anesthesia, White, Male,11, United-States,0
35,10,Psychiatry,NW,minor-medium,Surgeons,Therapeutic, White, Male,44, United-States,1
49,13,Opthalmology,W,high,Patient,Other, White, Female,48, United-States,0
44,15,Pulmonary,NW,high,Patient,Other, White, Male,44, United-States,0
58,10,Psychiatry,W,minor-medium,Techs,Therapeutic, White, Male,55, Germany,1
40,12,Emergency,W,minor,Lab,Other, White, Male,44, United-States,1
62,12,Emergency,W,minor-medium,Therapist,Therapeutic, White, Male,55, United-States,0
42,12,Emergency,W,minor-medium,Patient,Therapeutic, Black, Male,57, United-States,1
40,15,Pulmonary,W,minor-medium,Patient,Surgical, White, Female,40, United-States,1
27,10,Psychiatry,W,minor,Patient,Anesthesia, White, Female,44, United-States,0
47,12,Emergency,W,minor-medium,Surgeons,Therapeutic, White, Male,66, United-States,1
23,10,Psychiatry,W,minor,Physician,Anesthesia, White, Male,22, United-States,0
22,12,Emergency, ?,minor, ?,Anesthesia, White, Male,38, United-States,0
41,15,Pulmonary,W,minor-medium,Patient,Therapeutic, White, Male,55, United-States,1
39,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
48,12,Emergency,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
39,15,Pulmonary,W,minor,Patient,Anesthesia, White, Female,44, United-States,0
66,14,Gynecology/Urology,W,minor-medium,Medical Assistants,Therapeutic, White, Male,44, United-States,1
50,13,Opthalmology,N,minor-medium,Medical Assistants,Therapeutic, White, Male,44, United-States,1
41,12,Emergency,W,high,Patient,Anesthesia, Black, Female,44, United-States,0
22,8,Orthopedic, ?,minor-medium, ?,Anesthesia, Asian-Pac-Islander, Female,44, South,0
38,12,Emergency,W,minor-medium,Gift Shop,Therapeutic, Black, Male,44, ?,0
44,15,Pulmonary,W,minor-medium,Therapist,Therapeutic, White, Male,60, United-States,1
27,12,Emergency,W,minor,Medical Assistants,Other, Amer-Indian-Eskimo, Female,22, United-States,0
30,10,Psychiatry,W,minor-medium,Techs,Therapeutic, White, Male,47, United-States,0
70,10,Psychiatry,SW,minor-medium,Patient,Therapeutic, White, Male,55, United-States,0
41,15,Pulmonary,W,minor-medium,Dietitian,Surgical, White, Female,44, United-States,1
59,15,Pulmonary,W,minor-medium,Dietitian,Therapeutic, White, Male,44, United-States,1
